bairro,tipo,quartos,banheiros,vagas,area,valor_aluguel
Pinheiros,casa,2,1,1,62.5,6261
Tatuapé,apto,1,2,1,73.3,4498
Moema,apto,2,1,0,93.6,7173
Tatuapé,kitnet,1,2,0,55.2,4480
Pinheiros,apto,1,2,2,42.7,5600
Butantã,apto,3,2,1,41.7,5177
Vila Mariana,casa,1,2,1,46.2,4498
Itaim Bibi,casa,3,1,2,104.4,9529
Itaim Bibi,casa,2,2,0,75.1,8594
Moema,casa,3,2,2,82.3,9333
Pinheiros,kitnet,1,1,1,55.2,5267
Vila Mariana,casa,3,1,2,60.0,7146
Itaim Bibi,kitnet,2,2,1,74.0,9211
Butantã,casa,3,2,1,49.9,6289
Butantã,casa,1,1,1,54.2,4433
Vila Mariana,casa,3,2,0,46.5,6806
Tatuapé,kitnet,1,1,1,51.1,3805
Pinheiros,kitnet,2,2,2,61.0,7177
Itaim Bibi,apto,1,2,1,43.6,6116
Moema,kitnet,3,1,0,65.7,6431
Itaim Bibi,kitnet,2,2,2,65.7,8445
Itaim Bibi,kitnet,3,1,0,56.4,7870
Butantã,apto,2,2,0,43.5,4473
Moema,kitnet,1,2,0,62.1,7392
Moema,apto,2,2,0,49.9,6320
Tatuapé,apto,2,1,0,60.9,3211
Pinheiros,kitnet,1,1,0,82.0,5401
Pinheiros,apto,3,2,2,34.9,5715
Tatuapé,kitnet,3,2,1,103.5,7575
Itaim Bibi,casa,2,1,0,58.5,6355
Tatuapé,apto,2,2,1,68.2,6335
Itaim Bibi,apto,3,2,2,44.9,9019
Vila Mariana,kitnet,3,2,2,82.8,7245
Moema,kitnet,1,1,0,57.5,5378
Tatuapé,casa,2,1,0,52.1,4791
Moema,kitnet,3,1,2,48.5,8539
Pinheiros,apto,3,1,1,54.6,5229
Pinheiros,casa,2,1,2,68.4,7076
Butantã,apto,3,1,0,63.5,3846
Tatuapé,casa,2,1,0,59.2,4137
Vila Mariana,apto,2,1,1,45.8,6348
Vila Mariana,casa,2,2,0,44.6,7946
Pinheiros,casa,3,1,2,50.8,6832
Butantã,casa,3,1,2,69.2,5378
Pinheiros,casa,1,2,0,73.2,5687
Itaim Bibi,casa,1,2,1,75.9,7531
Vila Mariana,casa,2,2,1,60.0,5763
Moema,apto,3,1,1,67.7,7290
Vila Mariana,apto,2,1,1,56.6,5457
Itaim Bibi,casa,2,2,1,25.2,6971
Pinheiros,kitnet,1,2,2,55.7,6035
Moema,kitnet,1,1,0,52.5,5170
Vila Mariana,casa,3,2,0,39.2,5541
Vila Mariana,kitnet,2,2,2,48.7,5928
Vila Mariana,kitnet,3,2,2,62.7,6582
Butantã,casa,1,2,1,37.3,3554
Moema,apto,1,2,2,45.8,7188
Moema,casa,3,1,0,91.0,8244
Moema,casa,3,2,2,27.9,6136
Butantã,apto,3,2,2,56.3,7210
Moema,kitnet,1,1,0,36.7,5734
Moema,kitnet,3,1,0,45.0,5943
Vila Mariana,apto,2,1,1,56.0,5489
Vila Mariana,casa,3,1,2,40.2,5674
Pinheiros,apto,3,2,0,71.5,7986
Tatuapé,apto,2,1,1,87.0,5413
Pinheiros,apto,1,2,2,76.8,6747
Vila Mariana,casa,3,2,0,80.5,7163
Vila Mariana,apto,2,2,1,32.4,4288
Vila Mariana,apto,2,2,0,55.1,6978
Itaim Bibi,casa,2,2,0,69.3,8210
Tatuapé,casa,3,2,1,77.4,5925
Butantã,apto,1,1,0,95.1,5306
Moema,casa,3,2,0,81.4,9321
Butantã,apto,2,1,2,77.9,5982
Pinheiros,kitnet,1,1,0,112.7,8126
Tatuapé,casa,1,2,2,61.9,7292
Itaim Bibi,kitnet,2,1,0,54.2,6726
Tatuapé,apto,3,1,1,63.5,5240
Butantã,kitnet,2,2,2,41.7,4459
Vila Mariana,casa,1,2,1,61.4,3870
Pinheiros,apto,2,2,1,25.5,6662
Itaim Bibi,kitnet,1,2,2,49.4,6699
Pinheiros,apto,1,2,0,57.7,6331
Itaim Bibi,apto,3,2,2,79.0,10131
Itaim Bibi,kitnet,3,2,2,82.2,8502
Butantã,apto,1,1,2,40.7,3377
Moema,casa,2,2,1,101.5,10141
Butantã,apto,2,2,1,63.0,5533
Vila Mariana,apto,2,1,1,64.8,5516
Moema,apto,3,1,1,27.6,5993
Pinheiros,apto,1,2,2,47.6,5815
Itaim Bibi,casa,3,2,2,81.0,10536
Itaim Bibi,casa,2,2,0,63.4,8050
Itaim Bibi,apto,1,1,0,62.2,6510
Itaim Bibi,casa,3,2,2,64.5,10107
Vila Mariana,apto,3,2,1,31.1,7251
Pinheiros,casa,2,2,1,58.1,6909
Butantã,kitnet,3,1,0,88.2,8566
Moema,kitnet,1,2,0,81.7,6954
Pinheiros,kitnet,2,1,1,57.5,7103
Butantã,apto,2,1,2,91.3,6024
Butantã,apto,3,2,2,34.8,6467
Moema,kitnet,2,1,2,40.6,6618
Itaim Bibi,apto,3,1,0,97.3,9187
Pinheiros,kitnet,1,1,0,71.6,7559
Pinheiros,casa,2,1,1,54.2,6888
Vila Mariana,apto,1,1,1,58.9,5548
Tatuapé,kitnet,2,2,0,43.9,3896
Pinheiros,casa,1,2,1,65.5,6317
Pinheiros,kitnet,3,2,2,63.9,7012
Itaim Bibi,casa,1,1,0,60.4,7022
Itaim Bibi,apto,3,1,2,36.8,8294
Itaim Bibi,kitnet,3,2,1,65.3,8415
Itaim Bibi,apto,2,2,1,49.4,8713
Itaim Bibi,casa,3,1,1,40.3,8627
Tatuapé,casa,3,2,2,85.3,7180
Tatuapé,kitnet,1,1,1,103.4,5954
Butantã,kitnet,3,2,0,98.9,6595
Moema,casa,2,1,0,73.0,6972
Pinheiros,kitnet,3,1,2,54.7,6278
Itaim Bibi,apto,3,1,0,58.6,7275
Vila Mariana,apto,3,1,2,68.1,7060
Butantã,kitnet,2,2,1,51.6,3920
Moema,casa,1,2,0,86.4,7753
Butantã,casa,1,2,0,20.0,4118
Pinheiros,apto,1,1,2,54.1,5716
Tatuapé,apto,3,2,0,76.0,4023
Moema,kitnet,2,1,0,43.1,6091
Moema,kitnet,2,1,0,55.2,5541
Vila Mariana,kitnet,2,2,1,71.9,6168
Butantã,casa,1,2,2,90.4,7173
Moema,casa,2,1,0,34.1,4076
Butantã,apto,2,1,2,32.6,3926
Moema,apto,3,2,2,41.1,8596
Pinheiros,casa,1,2,0,29.2,4216
Butantã,casa,3,1,0,30.7,3997
Vila Mariana,apto,1,2,1,40.5,6642
Vila Mariana,casa,2,2,0,84.7,7043
Butantã,casa,2,1,0,53.8,5360
Butantã,kitnet,3,2,1,60.6,6615
Butantã,kitnet,2,2,2,40.9,5356
Moema,casa,1,2,2,72.7,8491
Itaim Bibi,casa,2,1,1,97.5,9950
Vila Mariana,kitnet,2,2,0,42.2,4121
Itaim Bibi,kitnet,2,2,0,94.5,8407
Tatuapé,apto,1,2,1,67.3,4784
Pinheiros,kitnet,1,2,0,60.3,5367
Moema,apto,2,1,1,68.0,8125
Moema,casa,1,1,2,67.8,7140
Vila Mariana,apto,2,2,2,97.1,9255
Moema,kitnet,1,2,0,70.4,7692
Tatuapé,apto,3,2,0,70.8,7116
Pinheiros,kitnet,1,2,0,51.6,4488
Pinheiros,apto,2,2,1,76.8,6559
Itaim Bibi,apto,3,1,0,40.9,6547
Moema,casa,2,1,2,62.2,8524
Tatuapé,kitnet,1,2,2,117.7,5856
Tatuapé,apto,1,1,0,20.0,1950
Tatuapé,apto,2,1,1,64.7,4143
Moema,apto,1,2,1,65.4,9165
Moema,casa,3,1,0,55.4,7249
Itaim Bibi,apto,3,2,2,55.9,9001
Butantã,kitnet,3,1,2,61.8,5242
Vila Mariana,apto,3,1,0,55.0,6916
Itaim Bibi,kitnet,2,1,1,64.4,6014
Butantã,kitnet,1,1,1,50.2,3324
Pinheiros,kitnet,2,2,0,100.4,7028
Itaim Bibi,kitnet,1,2,0,55.0,6724
Moema,kitnet,3,1,0,71.4,7207
Butantã,apto,2,1,2,46.6,6218
Tatuapé,casa,2,2,1,78.7,6262
Butantã,kitnet,3,2,2,74.7,6388
Pinheiros,casa,2,2,0,68.4,7450
Pinheiros,kitnet,2,1,1,39.5,5369
Butantã,kitnet,1,2,1,45.0,3876
Tatuapé,kitnet,1,1,1,93.7,5928
Tatuapé,apto,1,2,2,44.7,2480
Vila Mariana,casa,2,1,1,72.8,6872
Vila Mariana,apto,3,1,0,41.1,5163
Itaim Bibi,apto,1,2,0,80.2,6733
Vila Mariana,apto,2,2,1,46.3,7455
Tatuapé,casa,1,2,0,40.7,3297
Vila Mariana,casa,1,1,0,45.8,5237
Vila Mariana,kitnet,1,1,0,48.9,4791
Pinheiros,kitnet,2,1,0,68.1,6549
Butantã,kitnet,2,1,0,61.4,4641
Butantã,apto,2,1,1,38.1,4201
Pinheiros,casa,2,1,1,59.4,7506
Moema,kitnet,2,1,0,37.1,6858
Tatuapé,apto,1,1,0,72.9,3886
Moema,casa,3,1,1,76.5,7459
Itaim Bibi,kitnet,2,2,0,59.5,6918
Vila Mariana,kitnet,1,2,2,65.4,6848
Pinheiros,kitnet,2,1,1,95.0,8294
Moema,casa,2,2,1,56.8,7849
Tatuapé,casa,3,2,0,41.1,3840
Vila Mariana,casa,1,1,0,71.6,5851
Itaim Bibi,kitnet,3,1,0,37.3,8063
Pinheiros,casa,2,2,1,55.8,6713
Pinheiros,casa,1,1,0,48.0,6524
Tatuapé,apto,2,1,2,46.0,3722
Tatuapé,casa,3,1,0,55.0,5698
Vila Mariana,apto,1,1,1,78.0,4924
Vila Mariana,casa,3,1,1,82.1,8110
Pinheiros,kitnet,3,1,1,78.5,8046
Tatuapé,kitnet,3,1,2,66.7,7543
Moema,casa,1,1,1,54.8,6645
Pinheiros,kitnet,2,1,2,20.0,5077
Moema,kitnet,2,2,0,67.4,7028
Butantã,casa,2,1,2,20.0,4000
Vila Mariana,kitnet,3,1,1,21.5,5037
Butantã,casa,1,2,1,56.8,5781
Vila Mariana,kitnet,2,1,1,65.3,7079
Vila Mariana,casa,3,1,2,51.0,5432
Vila Mariana,apto,3,2,0,90.7,7652
Vila Mariana,apto,2,1,1,69.2,6227
Pinheiros,kitnet,3,1,0,55.0,5925
Tatuapé,apto,2,1,1,87.7,6082
Moema,kitnet,2,1,0,91.3,8908
Itaim Bibi,apto,2,2,1,70.3,8721
Moema,casa,1,2,0,44.5,7113
Moema,casa,1,2,0,49.0,5595
Moema,casa,3,2,1,31.1,7361
Pinheiros,apto,1,2,0,59.2,5062
Itaim Bibi,apto,2,1,1,39.0,6862
Pinheiros,casa,2,2,0,53.4,6466
Itaim Bibi,casa,2,2,2,65.2,8924
Butantã,kitnet,2,2,2,20.3,5661
Itaim Bibi,casa,3,2,1,34.7,8193
Moema,apto,3,1,0,49.9,6508
Vila Mariana,apto,3,1,0,58.9,5187
Butantã,casa,2,2,2,50.1,5920
Vila Mariana,casa,3,1,2,54.6,7938
Moema,kitnet,2,2,2,45.9,7356
Itaim Bibi,casa,2,2,1,31.0,5608
Butantã,casa,3,1,1,49.3,7147
Butantã,apto,3,2,0,55.7,6164
Pinheiros,apto,1,1,0,53.8,5251
Butantã,kitnet,3,1,2,62.2,5233
Pinheiros,casa,3,1,1,68.4,7264
Tatuapé,casa,3,2,1,73.6,6959
Butantã,casa,3,1,1,47.3,5822
Tatuapé,apto,3,2,0,28.5,4211
Butantã,casa,1,2,2,85.4,5817
Moema,casa,1,1,2,67.7,6438
Vila Mariana,apto,1,1,2,40.9,6259
Vila Mariana,casa,1,1,1,65.6,6083
Moema,casa,1,2,2,81.4,7321
Itaim Bibi,apto,2,2,1,94.6,7803
Moema,casa,1,2,1,65.0,7173
Itaim Bibi,kitnet,1,1,0,81.2,6542
Moema,apto,2,1,2,35.8,6340
Vila Mariana,kitnet,3,1,0,59.3,5370
Vila Mariana,casa,1,1,2,53.3,4490
Tatuapé,kitnet,2,1,1,66.9,5236
Butantã,apto,2,2,0,92.2,5953
Butantã,kitnet,3,2,1,65.0,8347
Vila Mariana,casa,1,2,0,41.2,5213
Moema,kitnet,3,1,1,34.7,6121
Itaim Bibi,kitnet,1,1,0,92.9,6059
Tatuapé,apto,1,1,2,70.3,5127
Pinheiros,apto,1,1,1,69.0,5551
Tatuapé,apto,3,1,1,53.1,6459
Pinheiros,casa,1,2,2,65.4,6686
Pinheiros,kitnet,3,2,1,40.3,5222
Tatuapé,casa,3,2,1,67.7,5417
Pinheiros,apto,3,2,0,36.5,5855
Moema,apto,1,1,1,52.8,6538
Tatuapé,casa,1,1,2,47.1,3272
Tatuapé,kitnet,1,1,2,20.0,3422
Moema,apto,3,2,1,53.1,6923
Pinheiros,casa,1,2,0,42.0,5166
Itaim Bibi,casa,2,1,2,55.8,7770
Butantã,apto,2,1,0,60.0,5970
Butantã,kitnet,3,1,0,95.4,6757
Itaim Bibi,kitnet,2,1,2,66.1,7129
Moema,casa,2,2,2,66.7,9195
Butantã,kitnet,3,2,2,69.9,6651
Moema,kitnet,3,2,1,77.4,9342
Pinheiros,kitnet,2,1,2,69.1,6382
Butantã,apto,2,1,2,65.6,5642
Vila Mariana,apto,2,1,0,74.2,5386
Butantã,casa,3,1,2,20.0,5158
Moema,apto,2,2,2,101.8,9696
Butantã,apto,2,1,0,91.8,5358
Tatuapé,casa,3,2,2,64.3,5989
Moema,casa,3,1,1,31.7,7238
Vila Mariana,apto,2,2,2,84.2,6666
Butantã,apto,1,1,1,46.1,2769
Pinheiros,apto,1,1,0,70.7,5903
Moema,casa,2,1,0,34.3,5944
Moema,kitnet,3,2,1,104.5,9433
Tatuapé,casa,3,2,2,31.2,5852
Vila Mariana,apto,3,2,2,61.4,7870
Tatuapé,casa,1,2,0,20.0,2971
Moema,apto,2,2,2,59.2,6877
Vila Mariana,apto,3,1,1,51.5,5834
Vila Mariana,apto,3,2,1,82.7,8150
Itaim Bibi,casa,1,1,0,51.5,6154
Vila Mariana,casa,3,2,1,82.8,7243
Vila Mariana,casa,1,2,1,39.5,4358
Tatuapé,casa,1,2,2,54.4,5225
Vila Mariana,casa,3,1,1,54.8,6266
Moema,kitnet,3,2,1,69.9,9100
Vila Mariana,kitnet,3,2,1,67.4,7924
Moema,apto,2,1,1,74.4,7283
Itaim Bibi,kitnet,2,1,1,65.3,8220
Tatuapé,apto,2,2,0,73.2,5508
Butantã,apto,2,2,2,42.0,5475
Itaim Bibi,casa,2,2,0,67.8,5882
Pinheiros,apto,1,1,2,92.2,6088
Moema,casa,3,1,2,26.4,6359
Vila Mariana,apto,2,2,2,69.8,6638
Tatuapé,casa,2,1,0,73.5,5098
Vila Mariana,kitnet,3,2,0,89.2,7701
Butantã,kitnet,2,2,0,74.5,5864
Vila Mariana,apto,2,2,1,62.0,5812
Tatuapé,casa,1,1,2,68.6,5311
Pinheiros,casa,1,2,2,45.3,7306
Butantã,casa,2,2,2,52.2,5285
Butantã,casa,2,1,2,33.3,4068
Itaim Bibi,kitnet,3,2,0,89.7,8444
Moema,casa,3,2,2,69.0,8838
Pinheiros,apto,3,1,0,41.7,5730
Itaim Bibi,kitnet,2,2,2,65.4,6779
Moema,kitnet,1,1,2,83.2,6230
Butantã,apto,3,2,2,79.9,7912
Itaim Bibi,casa,3,2,1,41.4,8869
Tatuapé,kitnet,2,1,1,20.0,4980
Butantã,casa,3,1,1,67.9,6218
Itaim Bibi,casa,3,1,1,42.3,6675
Moema,kitnet,2,2,1,72.4,7523
Pinheiros,kitnet,1,2,1,79.0,5377
Pinheiros,casa,1,1,0,82.3,4744
Moema,apto,3,2,1,94.9,9451
Tatuapé,casa,2,1,2,84.7,6373
Pinheiros,kitnet,1,1,2,95.0,8516
Pinheiros,apto,1,2,0,87.6,6461
Itaim Bibi,casa,3,2,0,89.3,7893
Itaim Bibi,casa,1,1,1,59.2,6478
Pinheiros,apto,1,2,2,34.2,5300
Tatuapé,casa,2,2,0,109.6,6096
Pinheiros,kitnet,2,1,0,61.3,6313
Itaim Bibi,apto,3,2,0,84.6,7866
Butantã,casa,3,1,0,49.0,5274
Butantã,kitnet,2,1,0,79.3,5900
Tatuapé,apto,1,2,2,20.0,4836
Tatuapé,casa,3,1,2,51.8,5902
Butantã,apto,2,2,1,58.0,6275
Tatuapé,casa,3,2,0,69.3,5622
Moema,casa,2,1,2,81.4,7800
Itaim Bibi,apto,1,2,0,38.1,7122
Tatuapé,apto,3,1,0,73.2,4599
Butantã,casa,1,2,0,84.5,4913
Tatuapé,kitnet,3,1,1,106.9,7910
Butantã,apto,3,2,2,74.1,6755
Pinheiros,kitnet,1,1,1,50.8,5096
Pinheiros,apto,3,1,1,34.6,6025
Pinheiros,casa,1,1,1,96.6,6791
Tatuapé,casa,2,1,2,74.7,6511
Itaim Bibi,casa,2,1,2,59.6,8326
Vila Mariana,apto,2,2,1,27.6,5337
Pinheiros,kitnet,2,2,1,41.4,7015
Butantã,apto,2,2,1,72.6,6152
Itaim Bibi,kitnet,2,1,2,67.1,8500
Tatuapé,casa,3,2,1,21.1,4010
Moema,casa,1,1,2,72.7,8470
Moema,apto,3,1,0,28.6,6735
Pinheiros,casa,1,2,2,87.1,4914
Vila Mariana,kitnet,1,2,2,64.2,7353
Butantã,kitnet,3,1,2,50.7,5826
Moema,kitnet,1,2,2,79.8,7378
Itaim Bibi,apto,3,2,1,67.1,8128
Itaim Bibi,casa,1,1,0,86.5,7447
Vila Mariana,casa,1,1,1,61.6,4538
Vila Mariana,kitnet,3,2,1,62.8,6622
Itaim Bibi,kitnet,1,1,0,54.3,5687
Pinheiros,kitnet,3,2,0,65.3,7024
Moema,apto,2,1,0,94.0,7407
Butantã,apto,3,1,1,49.9,6181
Itaim Bibi,kitnet,3,2,0,73.0,8706
Itaim Bibi,kitnet,1,1,2,42.4,6686
Pinheiros,casa,1,1,0,20.0,4588
Vila Mariana,apto,2,1,2,64.1,6250
Vila Mariana,apto,3,2,2,67.4,6706
Vila Mariana,kitnet,1,2,1,57.8,6978
Vila Mariana,casa,1,2,1,30.1,5444
Butantã,casa,2,1,2,66.1,6873
Pinheiros,kitnet,1,2,0,65.3,6687
Itaim Bibi,apto,1,1,2,42.2,5998
Tatuapé,kitnet,1,1,1,32.9,1510
Tatuapé,apto,3,1,0,55.0,4165
Vila Mariana,kitnet,3,2,2,73.1,8201
Vila Mariana,kitnet,1,1,1,68.3,5369
Tatuapé,casa,2,2,0,42.4,4136
Vila Mariana,apto,2,1,1,62.7,3986
Itaim Bibi,apto,2,1,1,77.7,7822
Pinheiros,apto,3,2,2,36.5,6131
Pinheiros,kitnet,2,2,1,61.3,6158
Itaim Bibi,apto,3,1,2,86.8,9784
Tatuapé,casa,1,1,2,34.5,2912
Pinheiros,casa,1,1,0,83.1,5246
Butantã,kitnet,2,2,1,92.4,6620
Pinheiros,kitnet,3,1,0,55.6,7265
Butantã,casa,2,1,1,53.1,4572
Itaim Bibi,kitnet,2,1,0,80.7,8794
Butantã,casa,1,1,1,56.3,3265
Butantã,casa,2,1,0,20.0,2437
Vila Mariana,apto,3,2,1,58.0,5709
Itaim Bibi,apto,2,2,1,69.4,6660
Vila Mariana,casa,1,1,2,74.8,6213
Moema,apto,3,2,2,42.4,7189
Vila Mariana,apto,3,1,1,54.6,5310
Moema,casa,2,2,1,79.5,8390
Butantã,casa,2,1,2,58.8,6023
Moema,kitnet,2,1,2,29.4,7323
Pinheiros,kitnet,3,1,0,84.8,8143
Vila Mariana,kitnet,2,2,1,55.7,5437
Itaim Bibi,apto,1,2,2,81.8,8176
Tatuapé,casa,1,2,0,32.1,3860
Tatuapé,kitnet,3,1,0,57.6,4848
Moema,casa,3,1,2,70.2,8538
Vila Mariana,casa,3,1,2,58.3,5846
Tatuapé,casa,1,1,1,36.3,2988
Tatuapé,casa,1,1,1,20.0,3297
Butantã,casa,2,2,1,90.5,7620
Tatuapé,apto,1,2,1,65.0,5670
Butantã,casa,2,1,2,83.3,6629
Itaim Bibi,apto,2,1,2,78.6,8221
Pinheiros,kitnet,1,1,1,71.9,5898
Moema,kitnet,1,2,0,53.6,5149
Moema,casa,2,2,0,69.8,6825
Pinheiros,casa,3,2,0,88.7,7317
Vila Mariana,kitnet,2,1,1,61.7,6410
Itaim Bibi,casa,1,1,1,98.0,8497
Moema,casa,1,2,2,30.0,6790
Pinheiros,apto,2,1,2,27.9,6582
Vila Mariana,apto,1,1,1,79.8,5851
Vila Mariana,apto,3,1,0,43.6,5022
Vila Mariana,apto,3,1,2,100.9,8086
Pinheiros,kitnet,1,2,2,86.7,6523
Itaim Bibi,casa,3,1,1,91.8,9479
Itaim Bibi,kitnet,1,2,0,77.7,6943
Moema,casa,2,1,1,41.6,6468
Tatuapé,kitnet,3,1,1,26.8,5159
Butantã,casa,1,2,2,89.9,5404
Butantã,casa,1,2,1,30.0,4671
Pinheiros,kitnet,1,2,1,91.7,5873
Butantã,casa,3,2,1,73.4,6847
Pinheiros,apto,1,2,1,58.5,5882
Pinheiros,casa,2,2,0,68.8,7327
Moema,casa,2,2,0,69.3,6380
Itaim Bibi,casa,3,2,2,56.0,7354
Pinheiros,kitnet,3,1,1,88.5,8455
Vila Mariana,kitnet,3,1,2,87.8,7422
Vila Mariana,casa,3,1,1,63.1,6621
Moema,apto,2,1,2,48.0,6512
Butantã,casa,2,1,0,86.1,6314
Vila Mariana,kitnet,1,2,0,20.0,4339
Vila Mariana,apto,3,2,1,68.9,7459
Pinheiros,kitnet,2,1,2,74.8,6108
Vila Mariana,casa,2,1,0,43.4,5504
Pinheiros,kitnet,1,2,1,79.5,5791
Tatuapé,kitnet,1,1,0,59.5,3357
Moema,kitnet,2,2,2,49.1,6380
Moema,kitnet,2,2,1,79.3,7953
Itaim Bibi,apto,2,1,1,38.3,7500
Tatuapé,casa,1,2,0,77.4,5003
Pinheiros,apto,1,1,0,20.4,3757
Moema,apto,3,1,1,65.7,8059
Vila Mariana,apto,2,2,1,60.9,6409
Itaim Bibi,kitnet,2,2,2,49.2,7729
Vila Mariana,casa,1,2,0,67.8,5676
Pinheiros,kitnet,2,2,0,58.4,5520
Itaim Bibi,apto,2,1,0,81.1,7718
Moema,apto,2,2,0,71.2,6132
Pinheiros,kitnet,3,1,0,69.1,7432
Itaim Bibi,kitnet,3,1,1,65.8,7293
Vila Mariana,kitnet,1,2,0,50.6,5959
Butantã,apto,2,1,0,54.0,2663
Itaim Bibi,casa,3,1,2,65.0,9788
Moema,apto,2,1,1,56.5,5685
Tatuapé,kitnet,1,1,2,82.2,4207
Tatuapé,apto,1,2,2,61.9,5195
Tatuapé,kitnet,3,2,0,67.5,6421
Pinheiros,apto,3,2,1,31.9,6332
Vila Mariana,apto,1,1,2,78.9,6780
Vila Mariana,kitnet,2,2,1,48.4,5314
Itaim Bibi,casa,2,2,2,39.1,7055
Pinheiros,casa,1,1,2,92.9,6646
Tatuapé,casa,2,2,1,74.0,5288
Itaim Bibi,apto,3,1,0,79.5,6739
Butantã,kitnet,1,2,1,69.1,5053
Vila Mariana,casa,1,2,2,58.1,5752
Pinheiros,apto,2,2,1,54.4,7395
Itaim Bibi,casa,1,1,2,75.6,6339
Pinheiros,apto,3,2,1,82.7,7568
Pinheiros,apto,2,2,1,58.6,7622
Butantã,casa,1,2,2,101.5,6578
Butantã,apto,2,2,0,56.1,5521
Itaim Bibi,apto,3,1,1,32.1,7526
Butantã,casa,2,1,0,25.6,4133
Pinheiros,casa,2,1,1,26.2,6744
Pinheiros,apto,1,1,2,51.7,5725
Vila Mariana,kitnet,1,1,2,55.4,4552
Pinheiros,kitnet,1,1,0,73.7,6221
Butantã,apto,1,2,2,59.4,4630
Pinheiros,apto,1,1,2,76.9,6318
Tatuapé,casa,2,1,2,60.9,5523
Butantã,kitnet,1,2,1,60.3,4151
Itaim Bibi,apto,2,2,0,48.4,6645
Vila Mariana,kitnet,3,1,1,88.5,7834
Moema,apto,3,2,2,29.4,7142
Tatuapé,apto,2,1,1,66.0,5859
Itaim Bibi,kitnet,1,1,1,56.4,5702
Moema,apto,2,1,0,75.6,6477
Vila Mariana,apto,3,2,1,59.6,8512
Itaim Bibi,kitnet,2,1,1,60.2,6081
Butantã,casa,3,2,1,54.7,6019
Moema,casa,3,2,2,87.9,10817
Pinheiros,kitnet,1,1,0,60.0,5279
Tatuapé,casa,1,2,0,99.4,6559
Butantã,casa,1,1,2,65.4,5385
Butantã,apto,1,2,2,60.4,5107
Moema,casa,1,1,0,57.1,5908
Pinheiros,apto,2,2,2,71.3,5643
Tatuapé,kitnet,2,1,0,48.2,3992
Itaim Bibi,casa,2,1,0,62.9,7273
Butantã,apto,3,2,0,60.2,6090
Pinheiros,kitnet,3,2,1,66.5,9568
Vila Mariana,apto,3,1,0,67.0,6735
Moema,apto,3,1,0,68.0,8245
Pinheiros,kitnet,2,1,2,61.9,7589
Butantã,kitnet,3,2,1,91.4,7574
Pinheiros,kitnet,2,2,1,68.5,6885
Tatuapé,casa,1,1,2,112.1,5999
Butantã,kitnet,1,2,0,61.0,4249
Itaim Bibi,apto,1,1,2,79.2,7831
Itaim Bibi,casa,3,2,1,45.5,7828
Vila Mariana,apto,1,1,2,88.0,6840
Itaim Bibi,casa,3,1,2,45.9,7070
Moema,apto,3,2,0,69.1,8291
Pinheiros,apto,2,1,0,54.7,7083
Moema,casa,3,1,1,69.0,7892
Moema,kitnet,3,1,1,55.3,9134
Tatuapé,casa,3,2,0,44.2,5357
Vila Mariana,casa,2,2,0,54.6,5792
Moema,casa,1,1,2,90.8,7718
Moema,casa,1,2,2,69.3,7131
Vila Mariana,apto,3,2,0,34.2,4342
Itaim Bibi,casa,3,1,2,81.9,9661
Vila Mariana,kitnet,2,2,0,42.2,7219
Itaim Bibi,apto,1,1,1,74.9,7430
Vila Mariana,casa,3,1,0,71.1,7065
Butantã,kitnet,1,2,1,72.3,5024
Moema,casa,2,1,0,97.1,8838
Pinheiros,apto,2,1,0,43.4,5471
Pinheiros,casa,1,1,0,72.2,5880
Itaim Bibi,kitnet,1,1,0,85.2,5804
Butantã,apto,1,2,0,47.1,3691
Vila Mariana,casa,3,2,1,45.1,6846
Tatuapé,kitnet,3,2,2,54.3,6853
Tatuapé,apto,2,2,0,66.5,5943
Pinheiros,casa,2,1,2,31.8,4490
Moema,kitnet,2,1,1,71.0,6249
Itaim Bibi,casa,2,1,0,31.8,6622
Butantã,casa,2,2,0,85.9,5379
Butantã,apto,2,1,2,70.3,6424
Pinheiros,kitnet,2,2,0,98.3,6244
Vila Mariana,casa,2,1,1,73.4,6223
Moema,kitnet,2,2,0,53.9,6990
Pinheiros,casa,3,2,2,44.0,7605
Tatuapé,casa,1,1,2,64.8,3818
Pinheiros,casa,1,1,0,59.4,3708
Pinheiros,kitnet,2,1,0,83.7,6849
Pinheiros,kitnet,1,1,1,41.4,5464
Vila Mariana,apto,1,2,1,100.4,7619
Itaim Bibi,kitnet,3,2,1,85.5,8878
Vila Mariana,kitnet,2,1,1,55.9,6398
Butantã,apto,2,2,0,96.0,6667
Vila Mariana,apto,3,2,0,44.3,7288
Pinheiros,kitnet,1,2,1,64.1,6079
Moema,kitnet,2,2,2,34.5,5650
Itaim Bibi,casa,1,1,2,96.9,7954
Pinheiros,casa,2,1,1,27.1,5382
Pinheiros,kitnet,1,2,2,31.2,5850
Butantã,apto,3,1,1,47.3,4193
Tatuapé,apto,1,2,1,86.4,5144
Moema,kitnet,1,2,1,79.1,8067
Itaim Bibi,apto,1,2,1,62.4,6990
Butantã,casa,1,1,0,80.4,4467
Moema,casa,1,1,2,57.7,8156
Tatuapé,casa,1,2,0,68.4,3697
Pinheiros,apto,3,2,0,93.0,9078
Vila Mariana,kitnet,3,1,1,55.1,7269
Tatuapé,kitnet,3,2,0,44.7,5060
Vila Mariana,apto,3,2,0,69.4,6956
Butantã,casa,3,2,1,74.8,6615
